,index,Close
0,2023-09-06 16:00:00,1.3656500577926636
1,2023-09-06 17:00:00,1.366129994392395
2,2023-09-06 18:00:00,1.3658900260925293
3,2023-09-06 19:00:00,1.365280032157898
4,2023-09-06 20:00:00,1.363700032234192
5,2023-09-06 21:00:00,1.3632999658584595
6,2023-09-06 22:00:00,1.3636000156402588
7,2023-09-06 23:00:00,1.3636900186538696
8,2023-09-07 00:00:00,1.3638999462127686
9,2023-09-07 01:00:00,1.364400029182434
10,2023-09-07 02:00:00,1.3643399477005005
11,2023-09-07 03:00:00,1.3648200035095215
12,2023-09-07 04:00:00,1.3641999959945679
13,2023-09-07 05:00:00,1.3651399612426758
14,2023-09-07 06:00:00,1.36489999294281
15,2023-09-07 07:00:00,1.36381995677948
16,2023-09-07 08:00:00,1.3638399839401245
17,2023-09-07 09:00:00,1.3644700050354004
18,2023-09-07 10:00:00,1.3647199869155884
19,2023-09-07 11:00:00,1.365090012550354
20,2023-09-07 12:00:00,1.365779995918274
21,2023-09-07 13:00:00,1.3652499914169312
22,2023-09-07 14:00:00,1.3673900365829468
23,2023-09-07 15:00:00,1.366729974746704
24,2023-09-07 16:00:00,1.3680000305175781
25,2023-09-07 17:00:00,1.3687000274658203
26,2023-09-07 18:00:00,1.3678100109100342
27,2023-09-07 19:00:00,1.3684799671173096
28,2023-09-07 20:00:00,1.3685400485992432
29,2023-09-07 21:00:00,1.3684200048446655
30,2023-09-07 22:00:00,1.3680100440979004
31,2023-09-07 23:00:00,1.3683199882507324
32,2023-09-08 00:00:00,1.367900013923645
33,2023-09-08 01:00:00,1.367959976196289
34,2023-09-08 02:00:00,1.3676400184631348
35,2023-09-08 03:00:00,1.3671400547027588
36,2023-09-08 04:00:00,1.3668800592422485
37,2023-09-08 05:00:00,1.3668299913406372
38,2023-09-08 06:00:00,1.3658499717712402
39,2023-09-08 07:00:00,1.3663500547409058
40,2023-09-08 08:00:00,1.3664900064468384
41,2023-09-08 09:00:00,1.366860032081604
42,2023-09-08 10:00:00,1.366629958152771
43,2023-09-08 11:00:00,1.3662500381469727
44,2023-09-08 12:00:00,1.366170048713684
45,2023-09-08 13:00:00,1.3623100519180298
46,2023-09-08 14:00:00,1.362380027770996
47,2023-09-08 15:00:00,1.363510012626648
48,2023-09-08 16:00:00,1.362280011177063
49,2023-09-08 17:00:00,1.3624999523162842
50,2023-09-08 18:00:00,1.3629000186920166
51,2023-09-08 19:00:00,1.3643100261688232
52,2023-09-08 20:00:00,1.3642899990081787
53,2023-09-08 21:00:00,1.3633999824523926
54,2023-09-08 22:00:00,1.3639999628067017
55,2023-09-11 00:00:00,1.3626999855041504
56,2023-09-11 01:00:00,1.3628000020980835
57,2023-09-11 02:00:00,1.3625799417495728
58,2023-09-11 03:00:00,1.362030029296875
59,2023-09-11 04:00:00,1.3619999885559082
60,2023-09-11 05:00:00,1.3601399660110474
61,2023-09-11 06:00:00,1.3601399660110474
62,2023-09-11 07:00:00,1.3596899509429932
63,2023-09-11 08:00:00,1.3598500490188599
64,2023-09-11 09:00:00,1.3600900173187256
65,2023-09-11 10:00:00,1.3593000173568726
66,2023-09-11 11:00:00,1.3589999675750732
67,2023-09-11 12:00:00,1.3585000038146973
68,2023-09-11 13:00:00,1.3572200536727905
69,2023-09-11 14:00:00,1.3596199750900269
70,2023-09-11 15:00:00,1.3588999509811401
71,2023-09-11 16:00:00,1.3582600355148315
72,2023-09-11 17:00:00,1.3572499752044678
73,2023-09-11 18:00:00,1.3573399782180786
74,2023-09-11 19:00:00,1.358139991760254
75,2023-09-11 20:00:00,1.3579800128936768
